"Returns","Risks","k"
0.00919500000000018,0.00293872410000011,5
0.00919500000000014,0.00293872410000009,5
0.00919500000000014,0.00293872410000009,5
0.00919500000000013,0.00293872410000008,5
0.00919500000000012,0.00293872410000008,5
0.00919500000000011,0.00293872410000007,5
0.00919500000000011,0.00293872410000007,5
0.00919500000000011,0.00293872410000007,5
0.00919500000000009,0.00293872410000006,5
0.00919500000000009,0.00293872410000006,5
0.00919500000000008,0.00293872410000005,5
0.00919500000000008,0.00293872410000005,5
0.00919500000000008,0.00293872410000005,5
0.00919500000000007,0.00293872410000005,5
0.00919500000000007,0.00293872410000004,5
0.00919500000000007,0.00293872410000004,5
0.00919500000000007,0.00293872410000004,5
0.00919500000000006,0.00293872410000004,5
0.00919500000000006,0.00293872410000004,5
0.00919500000000006,0.00293872410000004,5
0.00919500000000006,0.00293872410000003,5
0.00919500000000005,0.00293872410000003,5
0.00919500000000005,0.00293872410000003,5
0.00919500000000005,0.00293872410000003,5
0.00919500000000004,0.00293872410000003,5
0.00919500000000004,0.00293872410000002,5
0.00919500000000004,0.00293872410000002,5
0.00919500000000004,0.00293872410000002,5
0.00919500000000003,0.00293872410000002,5
0.00919500000000003,0.00293872410000002,5
0.00919500000000003,0.00293872410000002,5
0.00919500000000003,0.00293872410000002,5
0.00919500000000003,0.00293872410000002,5
0.00919500000000003,0.00293872410000002,5
0.00919500000000002,0.00293872410000001,5
0.00919500000000002,0.00293872410000001,5
0.00919500000000002,0.00293872410000001,5
0.00919500000000002,0.00293872410000001,5
0.00919500000000002,0.00293872410000001,5
0.00919500000000001,0.00293872410000001,5
0.00919500000000001,0.00293872410000001,5
0.00919500000000001,0.00293872410000001,5
0.00919500000000001,0.0029387241,5
0.00919500000000001,0.0029387241,5
0.00919500000000001,0.0029387241,5
0.00919500000000001,0.0029387241,5
0.009195,0.0029387241,5
0.009195,0.0029387241,5
0.009195,0.0029387241,5
0.009195,0.0029387241,5
0.009195,0.0029387241,5
0.009195,0.0029387241,5
0.009195,0.00293872409999999,5
0.00919499999999999,0.00293872409999999,5
0.00919499999999999,0.00293872409999999,5
0.00919499999999999,0.00293872409999999,5
0.00919499999999999,0.00293872409999999,5
0.00919499999999999,0.00293872409999999,5
0.00919499999999998,0.00293872409999999,5
0.00919499999999998,0.00293872409999999,5
0.00919499999999998,0.00293872409999998,5
0.00919499999999998,0.00293872409999998,5
0.00919499999999997,0.00293872409999998,5
0.00919499999999997,0.00293872409999998,5
0.00919499999999997,0.00293872409999998,5
0.00919499999999997,0.00293872409999998,5
0.00919499999999996,0.00293872409999997,5
0.00919499999999996,0.00293872409999997,5
0.00919499999999996,0.00293872409999997,5
0.00919499999999996,0.00293872409999997,5
0.00919499999999996,0.00293872409999997,5
0.00919499999999996,0.00293872409999997,5
0.00919499999999995,0.00293872409999997,5
0.00919499999999995,0.00293872409999997,5
0.00919499999999995,0.00293872409999997,5
0.00919499999999995,0.00293872409999996,5
0.00919499999999994,0.00293872409999996,5
0.00919499999999994,0.00293872409999995,5
0.00919499999999993,0.00293872409999995,5
0.00919499999999992,0.00293872409999995,5
0.00919499999999992,0.00293872409999995,5
0.00919499999999992,0.00293872409999994,5
0.00919499999999991,0.00293872409999994,5
0.00919499999999991,0.00293872409999994,5
0.0091949999999999,0.00293872409999994,5
0.0091949999999999,0.00293872409999993,5
0.0091949999999999,0.00293872409999993,5
0.0091949999999999,0.00293872409999993,5
0.00919499999999989,0.00293872409999993,5
0.00919499999999989,0.00293872409999992,5
0.00919499999999988,0.00293872409999992,5
0.00919499999999987,0.00293872409999992,5
0.00919499999999986,0.00293872409999991,5
0.00919499999999985,0.0029387240999999,5
0.00919499999999985,0.0029387240999999,5
0.00919499999999984,0.0029387240999999,5
0.00919499999999981,0.00293872409999987,5
0.00919499999999979,0.00293872409999987,5
0.00918969877128918,0.00293114721036415,5
0.00918702246718765,0.00293036107705247,5
