Returns,Risks,k
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010865,0.004775501,5
0.010863606,0.004773561,5
0.010863606,0.004773561,5
0.010863606,0.004773561,5
0.010863606,0.004773561,5
0.010863606,0.004773561,5
0.010863606,0.004773561,5
0.010863606,0.004773561,5
0.010842879,0.004748518,5
0.010837855,0.004742377,5
0.010831288,0.004711155,5
0.010831288,0.004711155,5
0.010831288,0.004711155,5
0.010831288,0.004711155,5
0.010831288,0.004711155,5
0.010831288,0.004711155,5
0.010831288,0.004711155,5
0.010831288,0.004711155,5
0.010831288,0.004711155,5
0.010831288,0.004711155,5
0.010831288,0.004711155,5
0.010831288,0.004711155,5
0.010817983,0.00469892,5
0.010817983,0.00469892,5
0.010817983,0.00469892,5
0.010817983,0.00469892,5
0.010817983,0.00469892,5
0.010817983,0.00469892,5
0.010817983,0.00469892,5
0.010817983,0.00469892,5
0.010817983,0.00469892,5
0.010817983,0.00469892,5
0.010817983,0.00469892,5
0.010817983,0.00469892,5
0.010817983,0.00469892,5
0.010817983,0.00469892,5
0.010817983,0.00469892,5
0.010817983,0.00469892,5
0.010817983,0.00469892,5
0.010803377,0.004690284,5
0.010803377,0.004690284,5
0.010803377,0.004690284,5
0.010803377,0.004690284,5
0.010803377,0.004690284,5
0.010794892,0.004642649,5
0.010794892,0.004642649,5
0.010794892,0.004642649,5
0.010794892,0.004642649,5
0.010794892,0.004642649,5
0.010794892,0.004642649,5
0.010794892,0.004642649,5
0.010794892,0.004642649,5
0.010794892,0.004642649,5
0.010794892,0.004642649,5
0.010794892,0.004642649,5
0.010794892,0.004642649,5
0.010794892,0.004642649,5
0.010794892,0.004642649,5
0.01075918,0.004576401,5
0.01075918,0.004576401,5
0.01075918,0.004576401,5
0.01075918,0.004576401,5
0.01075918,0.004576401,5
0.01075918,0.004576401,5
0.01075918,0.004576401,5
0.01075918,0.004576401,5
0.01075918,0.004576401,5
0.01075918,0.004576401,5
0.01075918,0.004576401,5
0.01075918,0.004576401,5
0.01075918,0.004576401,5
0.01075918,0.004576401,5
0.01075918,0.004576401,5
0.01075918,0.004576401,5
0.01075918,0.004576401,5
0.010724132,0.004512323,5
0.010724132,0.004512323,5
0.010724132,0.004512323,5
0.010724132,0.004512323,5
0.010724132,0.004512323,5
0.010724132,0.004512323,5
0.010724132,0.004512323,5
0.010724132,0.004512323,5
0.010724132,0.004512323,5
0.010724132,0.004512323,5
0.010724132,0.004512323,5
0.010724132,0.004512323,5
0.010724132,0.004512323,5
0.010724132,0.004512323,5
0.010724132,0.004512323,5
0.010724132,0.004512323,5
0.010698952,0.004508744,5
0.010698952,0.004508744,5
0.010698952,0.004508744,5
0.010698952,0.004508744,5
