"Returns","Risks","k"
0.00397100000000002,0.00164852240400002,4
0.00397100000000002,0.00164852240400001,4
0.00397100000000001,0.00164852240400001,4
0.00397100000000001,0.00164852240400001,4
0.00397100000000001,0.00164852240400001,4
0.00397100000000001,0.00164852240400001,4
0.00397100000000001,0.00164852240400001,4
0.00397100000000001,0.00164852240400001,4
0.00397100000000001,0.00164852240400001,4
0.00397100000000001,0.00164852240400001,4
0.00397100000000001,0.00164852240400001,4
0.00397100000000001,0.00164852240400001,4
0.00397100000000001,0.00164852240400001,4
0.00397100000000001,0.001648522404,4
0.00397100000000001,0.001648522404,4
0.003971,0.001648522404,4
0.003971,0.001648522404,4
0.003971,0.001648522404,4
0.003971,0.001648522404,4
0.003971,0.001648522404,4
0.003971,0.001648522404,4
0.003971,0.001648522404,4
0.003971,0.001648522404,4
0.003971,0.001648522404,4
0.003971,0.001648522404,4
0.003971,0.001648522404,4
0.003971,0.001648522404,4
0.003971,0.001648522404,4
0.003971,0.001648522404,4
0.003971,0.001648522404,4
0.00397099999999999,0.00164852240399999,4
0.00397099999999999,0.00164852240399999,4
0.00397099999999999,0.00164852240399999,4
0.00397099999999999,0.00164852240399999,4
0.00397099999999999,0.00164852240399999,4
0.00397099999999999,0.00164852240399999,4
0.00397099999999999,0.00164852240399999,4
0.00397099999999999,0.00164852240399999,4
0.00397099999999999,0.00164852240399999,4
0.00397099999999998,0.00164852240399999,4
0.00397099999999998,0.00164852240399998,4
0.00397078684307202,0.0016468809118835,4
0.00397078684307202,0.0016468809118835,4
0.00397078684307201,0.0016468809118835,4
0.00397078684307201,0.0016468809118835,4
0.00397078684307201,0.0016468809118835,4
0.00397078684307201,0.00164688091188349,4
0.003970786843072,0.00164688091188349,4
0.003970786843072,0.00164688091188349,4
0.003970786843072,0.00164688091188349,4
0.003970786843072,0.00164688091188349,4
0.00396484755181704,0.00162787719145686,4
0.00396484755181703,0.00162787719145686,4
0.00396484755181703,0.00162787719145686,4
0.00396484755181703,0.00162787719145685,4
0.00396416390235307,0.00159698516824649,4
0.00396416390235307,0.00159698516824649,4
0.00396416390235307,0.00159698516824649,4
0.00396416390235306,0.00159698516824649,4
0.00396416390235306,0.00159698516824649,4
0.00396416390235306,0.00159698516824649,4
0.00396416390235305,0.00159698516824649,4
0.00396416390235305,0.00159698516824648,4
0.00396416390235305,0.00159698516824648,4
0.0039580164272627,0.00155259030866064,4
0.0039580164272627,0.00155259030866064,4
0.00395801642726269,0.00155259030866064,4
0.00395801642726269,0.00155259030866063,4
0.00395801642726269,0.00155259030866063,4
0.00395801642726269,0.00155259030866063,4
0.00395801642726268,0.00155259030866063,4
0.00395229499097069,0.00151293193152987,4
0.00395229499097068,0.00151293193152987,4
0.00395229499097068,0.00151293193152987,4
0.00395229499097068,0.00151293193152987,4
0.00395229499097068,0.00151293193152986,4
0.00395229499097068,0.00151293193152986,4
0.00395229499097067,0.00151293193152986,4
0.00395229499097067,0.00151293193152986,4
0.00395229499097067,0.00151293193152986,4
0.00394695678806511,0.00147737296970556,4
0.00394695678806511,0.00147737296970556,4
0.00394695678806511,0.00147737296970555,4
0.00394695678806511,0.00147737296970555,4
0.00394695678806511,0.00147737296970555,4
0.00394695678806511,0.00147737296970555,4
0.0039469567880651,0.00147737296970555,4
0.00394695678806509,0.00147737296970554,4
0.00394196456169352,0.00144537914986438,4
0.00394196456169352,0.00144537914986438,4
0.00394196456169352,0.00144537914986438,4
0.00394196456169351,0.00144537914986437,4
0.00394196456169351,0.00144537914986437,4
0.00394196456169351,0.00144537914986437,4
0.00394196456169351,0.00144537914986437,4
0.00394196456169351,0.00144537914986437,4
0.00393728573275686,0.00141649978669617,4
0.00393728573275686,0.00141649978669616,4
0.00393728573275685,0.00141649978669616,4
0.00393728573275685,0.00141649978669616,4
0.00393728573275685,0.00141649978669616,4
0.00393728573275685,0.00141649978669616,4
0.00393728573275685,0.00141649978669616,4
0.00393728573275684,0.00141649978669615,4
0.00393728573275684,0.00141649978669615,4
0.00393728573275684,0.00141649978669615,4
0.00393289168811241,0.00139035262813194,4
0.00393289168811241,0.00139035262813194,4
0.00393289168811241,0.00139035262813193,4
0.00393289168811241,0.00139035262813193,4
0.0039328916881124,0.00139035262813193,4
0.0039328916881124,0.00139035262813193,4
0.0039328916881124,0.00139035262813193,4
0.0039328916881124,0.00139035262813193,4
0.0039328916881124,0.00139035262813193,4
0.00393289168811239,0.00139035262813193,4
0.00392875719491201,0.001366611804937,4
