"Returns","Risks","k"
0.00979400000000013,0.00283524300900008,5
0.00979400000000013,0.00283524300900007,5
0.0097940000000001,0.00283524300900006,5
0.0097940000000001,0.00283524300900005,5
0.00979400000000009,0.00283524300900005,5
0.00979400000000008,0.00283524300900005,5
0.00979400000000007,0.00283524300900004,5
0.00979400000000006,0.00283524300900003,5
0.00979400000000006,0.00283524300900003,5
0.00979400000000005,0.00283524300900003,5
0.00979400000000005,0.00283524300900003,5
0.00979400000000005,0.00283524300900003,5
0.00979400000000005,0.00283524300900002,5
0.00979400000000004,0.00283524300900002,5
0.00979400000000004,0.00283524300900002,5
0.00979400000000004,0.00283524300900002,5
0.00979400000000004,0.00283524300900002,5
0.00979400000000003,0.00283524300900001,5
0.00979400000000002,0.00283524300900001,5
0.00979400000000002,0.00283524300900001,5
0.00979400000000002,0.00283524300900001,5
0.00979400000000002,0.00283524300900001,5
0.00979400000000001,0.00283524300900001,5
0.00979400000000001,0.002835243009,5
0.00979400000000001,0.002835243009,5
0.009794,0.002835243009,5
0.009794,0.002835243009,5
0.009794,0.002835243009,5
0.009794,0.002835243009,5
0.009794,0.002835243009,5
0.00979399999999999,0.002835243009,5
0.00979399999999999,0.002835243009,5
0.00979399999999999,0.00283524300899999,5
0.00979399999999999,0.00283524300899999,5
0.00979399999999999,0.00283524300899999,5
0.00979399999999999,0.00283524300899999,5
0.00979399999999998,0.00283524300899999,5
0.00979399999999997,0.00283524300899998,5
0.00979399999999997,0.00283524300899998,5
0.00979399999999996,0.00283524300899998,5
0.00979399999999995,0.00283524300899997,5
0.00979399999999994,0.00283524300899996,5
0.00979399999999991,0.00283524300899994,5
0.00979399999999989,0.00283524300899993,5
0.00979314170446816,0.0028303376808952,5
0.00979314170446813,0.00283033768089519,5
0.00979314170446813,0.00283033768089519,5
0.00979314170446809,0.00283033768089518,5
0.00979314170446808,0.00283033768089518,5
0.00979314170446806,0.00283033768089515,5
0.00979314170446802,0.00283033768089514,5
0.00977197710337194,0.00280803607824842,5
0.00977192637154336,0.00271115448329942,5
0.00977192637154334,0.00271115448329941,5
0.00977192637154333,0.00271115448329941,5
0.00977192637154332,0.0027111544832994,5
0.00977192637154329,0.0027111544832994,5
0.00977192637154327,0.0027111544832994,5
0.00977192637154323,0.00271115448329939,5
0.00977192637154321,0.00271115448329939,5
0.00977192637154321,0.00271115448329939,5
0.00977192637154319,0.00271115448329938,5
0.00977192637154318,0.00271115448329938,5
0.00977192637154316,0.00271115448329938,5
0.00975186271458706,0.0026020960444561,5
0.00975186271458694,0.00260209604445609,5
0.00975186271458694,0.00260209604445607,5
0.00975186271458689,0.00260209604445607,5
0.00975186271458687,0.00260209604445607,5
0.00975186271458685,0.00260209604445606,5
0.00975186271458685,0.00260209604445606,5
0.00975186271458679,0.00260209604445606,5
0.00975186271458679,0.00260209604445605,5
0.00973285943348883,0.00250207762737433,5
0.00973285943348881,0.00250207762737431,5
0.00973285943348879,0.00250207762737431,5
0.00973285943348878,0.00250207762737431,5
0.00973285943348876,0.0025020776273743,5
0.00973285943348876,0.00250207762737429,5
0.00973285943348874,0.00250207762737428,5
0.00973285943348868,0.00250207762737428,5
0.00973285943348865,0.00250207762737428,5
0.00973285943348865,0.00250207762737427,5
0.00973285943348861,0.00250207762737427,5
0.0097328594334886,0.00250207762737427,5
0.00971483463021344,0.00241015450266077,5
0.00971483463021344,0.00241015450266076,5
0.00971483463021341,0.00241015450266074,5
0.00971483463021335,0.00241015450266073,5
0.00971483463021331,0.00241015450266073,5
0.0097148346302133,0.00241015450266072,5
0.00971483463021328,0.00241015450266072,5
0.00971483463021326,0.00241015450266072,5
0.00971483463021324,0.00241015450266071,5
0.00969771462889561,0.00232550091587692,5
0.00969771462889557,0.00232550091587691,5
0.00969771462889557,0.0023255009158769,5
0.00969771462889555,0.0023255009158769,5
0.00969771462889555,0.0023255009158769,5
0.00969771462889554,0.0023255009158769,5
0.00969771462889554,0.00232550091587689,5
0.00969771462889552,0.00232550091587689,5
0.0096977146288955,0.00232550091587689,5
